open,high,low,Volume BTC,Volume USD,price mean,upper shadow,lower shadow,spread,trade,10 period SMA,50 period SMA,100 period SMA,12EMA,26EMA,MACD,buy/sell
28893.21,29300.0,27930.75,9477.67661813,274784287.8773533,28779.1875,307.2099999999991,962.4599999999992,1369.25,99.58000000000176,26052.212,20367.1612,16359.2038,25918.42635607598,23492.744225865343,2425.6821302106327,1
17681.77,18483.0,17041.47,15717.92072069,279558152.0421563,17748.0475,697.0499999999993,640.2999999999993,1441.5299999999988,104.18000000000028,16324.219,13194.9606,12135.7013,16252.079179254994,15097.25848528549,1154.8206939695028,1
727.09,739.2,727.03,2942854.28,4009.26,732.5725,2.230000000000018,0.0600000000000591,12.170000000000073,9.879999999999995,725.464,674.0632,633.7566,726.5430827454184,708.9616330109046,17.58144973451374,1
8443.44,8467.89,7733.99,16662.32021152,134215489.17339994,8175.0875,24.44999999999891,321.04,733.8999999999996,-388.4100000000008,9550.043,10250.8522,10531.5148,9398.19966221543,9815.4693538741,-417.269691658672,0
44624.4,45355.0,43298.84,3647.1306298,159957386.9566329,44284.16499999999,730.5999999999985,559.5800000000017,2056.1600000000035,-765.9800000000032,41287.038,35382.7016,39125.2047,40803.58094237144,38474.15375481613,2329.427187555309,0
57790.66,58549.0,57049.63,2248.55545142,130083227.6055592,57810.3,697.0899999999965,741.0300000000061,1499.3700000000026,61.25,53539.589,56951.70100000001,50962.2023,55313.45138140138,55850.79225719732,-537.3408757959405,1
253.16,256.67,251.23,1286655.62,5062.49,253.7125,2.880000000000024,1.9300000000000068,5.440000000000026,0.6299999999999955,248.433,259.1234,255.468,252.41051325305423,257.07093367244534,-4.660420419391073,1
3263.55,3294.81,3135.55,14437.50526664,46138657.45586478,3222.415,31.259999999999764,60.19999999999982,159.25999999999976,-67.80000000000018,3409.326,4971.0674,5710.812199999999,3511.137705651565,3977.44433245387,-466.30662680230535,0
57583.91,57750.2,55894.62,1809.45432912,103473754.37798694,57103.4475,166.2899999999936,1290.439999999995,1855.5799999999945,-398.8500000000058,58867.44300000001,60640.96,53731.89699999999,59332.71733904587,60280.94827914614,-948.2309401002713,0
2203.51,2334.0,2154.28,36853820.79,16275.49,2247.4500000000003,35.98999999999978,49.23000000000002,179.7199999999998,94.5,2237.127,1634.816,1388.0316999999998,2161.677183947203,1974.412779761727,187.264404185476,1
7995.73,8130.71,7936.71,5395.88599206,43562714.29741784,8034.117499999999,57.39000000000033,59.01999999999953,194.0,77.59000000000015,8278.626,9247.8972,9905.4085,8243.886976808815,8541.41989567294,-297.53291886412444,1
455.42,458.33,448.0,1299892.21,2866.07,454.3125,2.829999999999984,7.420000000000016,10.329999999999984,0.079999999999984,450.4810000000001,383.05619999999993,325.0895,444.2476467763129,423.1826292144452,21.06501756186765,0
39742.77,41401.96,37300.0,5804.4070686,237369311.6160644,39834.85,507.2900000000009,2442.769999999997,4101.959999999999,1151.9000000000017,40109.167,34945.0374,39474.6373,38836.00732561236,37090.75107174693,1745.256253865431,1
269.47,271.69,264.01,3633491.82,13614.5,267.83750000000003,2.2199999999999704,2.170000000000016,7.680000000000007,-3.2900000000000205,260.375,240.2804,238.1343,259.0242046332718,251.2162500786548,7.80795455461697,0
3990.0,3992.42,3927.28,2711.95016796,10754238.39104538,3968.8,2.4200000000000728,38.2199999999998,65.13999999999987,-24.5,3892.794,3704.617,3684.2946,3890.090345023732,3836.789468842144,53.30087618158814,0
350.17,350.17,330.0,1902071.15,5677.83,340.09000000000003,0.0,0.0199999999999818,20.170000000000016,-20.150000000000038,352.537,0.0,0.0,353.51240786737753,362.1775437522249,-8.66513588484736,0
253.09,309.9,253.09,15614774.92,55355.5,271.395,40.39999999999998,0.0,56.80999999999997,16.409999999999997,230.668,289.2824,0.0,240.64089827457943,253.28150241165517,-12.640604137075684,1
11070.84,11079.25,10755.9,3250.01749577,35501566.115043595,10957.3725,8.409999999999854,167.60000000000036,323.3500000000004,-147.34000000000017,10745.406,11243.1058,10395.0257,10801.950765118318,10859.441248634375,-57.49048351605779,0
10586.26,10664.13,10461.97,4555.62463429,48169625.9706068,10571.505,77.86999999999898,111.69000000000052,202.15999999999983,-12.600000000000364,10047.251,10438.9902,10191.7993,10245.855704525971,10315.901740599022,-70.04603607305035,0
9759.04,9813.67,9645.0,5379.07801648,52623520.23522384,9750.1775,30.670000000000076,114.04000000000087,168.67000000000007,23.959999999999127,9716.445,8981.516599999999,7947.385,9630.127157460956,9410.345625660277,219.7815318006797,1
432.64,434.0,427.0,1889729.91,4388.51,430.715,1.3600000000000136,2.2200000000000277,7.0,-3.419999999999959,442.7009999999999,422.5539999999999,365.2154,439.6918065146119,434.9145144233616,4.777292091250388,0
46857.86,49187.0,46363.0,1943.55725598,95429613.61167344,47877.0875,86.51000000000204,494.8600000000006,2824.0,2242.6299999999974,48128.886,40415.8354,38167.5529,47679.11611063262,45472.89667648764,2206.2194341449795,1
58024.9,58668.0,55441.93,5454.57661606,305089906.58805925,57016.91499999999,643.0999999999985,490.9000000000015,3226.07,-2092.07,58122.813,54347.056,45663.8769,57382.55935610984,56250.35616727729,1132.2031888325437,0
6333.59,6475.0,6310.57,2673.81391399,17170591.24030442,6385.23,53.23999999999978,23.02000000000044,164.4300000000003,88.17000000000007,6350.676,6446.8076,6611.7914,6361.207264003248,6388.311159842868,-27.10389583962024,1
608.6,611.59,606.6,1213593.69,1989.94,609.4625,0.5300000000000864,2.0,4.990000000000009,2.4599999999999227,605.4979999999999,594.3222000000001,615.5031,606.4366682182031,603.7743469441214,2.6623212740817053,1
9547.32,9950.0,9177.84,14722.01859796,135684601.08698246,9472.9,402.6800000000003,38.60000000000037,772.1599999999999,-330.8799999999992,8403.047999999999,8851.8264,9638.0235,8567.095234580585,8507.061381362399,60.03385321818678,0
219.49,229.93,217.52,3006598.56,13501.83,223.2375,3.920000000000016,1.9699999999999989,12.409999999999997,6.519999999999982,227.521,250.1794,245.3604,228.17451992713376,234.12633327385456,-5.951813346720797,1
286.4,294.26,285.78,1882414.82,6473.86,289.035,4.560000000000002,0.6200000000000045,8.480000000000018,3.300000000000012,286.159,250.022,270.7259,282.2636153999307,270.4456692226892,11.817946177241538,1
7299.2,7772.71,7087.09,7737.39153487,55692042.04185659,7339.195,473.5100000000002,110.6899999999996,685.6199999999999,-101.42000000000009,7377.079,8301.6898,8812.8921,7461.840235722499,7794.740147028155,-332.89991130565613,0
376.57,381.99,373.32,1145566.61,3046.33,376.305,5.420000000000016,0.0199999999999818,8.670000000000016,-3.230000000000018,0.0,0.0,0.0,375.8849704142011,376.0924005486968,-0.2074301344957234,0
455.87,466.64,453.5,5902097.11,12837.8,459.7525,3.6399999999999855,2.3700000000000045,13.139999999999986,7.129999999999996,443.58,370.7528,310.0913,435.8752825145046,405.8110840491676,30.06419846533697,1
452.95,455.09,448.88,1538456.69,3404.27,452.96,0.169999999999959,4.069999999999993,6.20999999999998,1.9700000000000275,454.098,435.965,422.6682,453.353834317888,448.25964791379874,5.094186404089214,1
635.26,641.4,635.18,818316.63,1281.36,637.4825,3.309999999999945,0.0800000000000409,6.220000000000027,2.830000000000041,627.975,606.9274,610.7132,627.4968056894639,618.4082447530211,9.088560936442832,1
423.79,426.75,415.79,2337122.92,5541.05,422.46,2.9599999999999795,7.71999999999997,10.95999999999998,-0.2800000000000295,424.36500000000007,402.0984,402.7068,418.33250161633225,408.16046654206895,10.172035074263306,1
4011.0,4102.57,4005.0,8391.03462414,34319331.612732604,4052.1425,12.569999999999707,6.0,97.56999999999972,79.0,3990.12,3840.348,3754.9804,3984.560671430061,3930.891228930368,53.66944249969311,1
61356.57,62500.0,59500.0,2507.39797107,152757830.48180196,61069.855,1143.4300000000003,1422.8499999999983,3000.0,-433.7200000000012,61125.341,53134.765600000006,49276.2482,60992.34939424916,58872.77006120884,2119.579333040325,0
8740.88,9182.97,8181.0,34465.18657226,295434889.99368125,8669.2075,442.09000000000015,390.9799999999996,1001.9699999999992,-168.89999999999964,9162.287,7503.363200000001,8002.7112,8916.59359933762,8401.513086498911,515.0805128387092,0
62954.2,63855.37,61998.9,3433.44934498,217128555.4825658,63011.915,616.1800000000003,955.2999999999956,1856.4700000000007,284.99000000000524,59952.490000000005,55538.7928,48059.5544,60361.30730612241,58452.00929249058,1909.2980136318365,1
6376.03,6376.03,6030.51,11613.49398164,72620106.94671345,6258.9125,0.0,222.5699999999997,345.5199999999995,-122.94999999999982,6373.645,8149.876800000001,8203.4922,6393.5187533811495,6840.65556550394,-447.1368121227906,0
10314.99,11090.0,10223.41,9481.66514611,103379827.70450632,10632.8825,186.8700000000008,91.57999999999991,866.5900000000001,588.1399999999994,10308.131,10437.0716,12213.3832,10256.05831446226,10169.856615465662,86.20169899659777,1
9664.87,9682.73,9234.21,6280.00295543,58437939.50145832,9471.8025,17.859999999998763,71.19000000000051,448.5200000000005,-359.4700000000012,9729.114,9202.6262,8267.3447,9722.2934089872,9612.241978727758,110.0514302594438,0
3874.46,3914.0,3573.0,66991792.86,17898.73,3744.6275,39.53999999999997,44.05000000000018,341.0,-257.40999999999985,3778.953,4025.2094,3279.8096,3891.907058090399,3999.06135160556,-107.15429351516104,0
1257.32,1258.96,1130.0,18263170.71,15244.87,1204.725,1.6400000000001,42.61999999999989,128.96000000000004,-84.70000000000005,1201.239,1099.3818,986.549,1210.4818441041468,1178.8367277598545,31.64511634429232,0
21358.96,23777.0,21244.04,22626.69253048,516210793.7965781,22298.56,962.7599999999984,114.91999999999824,2532.959999999999,1455.2800000000025,19403.052,17378.2664,14311.9132,19802.022401133043,18864.886364414426,937.1360367186172,1
217.84,217.84,201.98,2998319.48,14234.73,212.185,0.0,9.100000000000025,15.860000000000014,-6.759999999999991,218.285,304.8986,0.0,227.0883825054992,257.3449796566143,-30.25659715111516,0
6355.97,6575.99,6344.8,4028.43387247,26285571.30220548,6450.442499999999,50.97999999999956,11.170000000000073,231.1899999999996,169.03999999999996,6386.171,6932.9062,7003.0556,6459.049192861783,6649.513499635988,-190.4643067742054,1
310.48,320.0,307.11,4999167.76,15958.56,313.89750000000004,2.0,3.3700000000000045,12.889999999999986,7.519999999999982,338.467,0.0,0.0,339.0968752259807,352.8665661295795,-13.769690903598814,1
11919.53,11956.45,11155.32,13056.07287751,148818863.3299251,11607.435,36.92000000000007,243.1200000000008,801.130000000001,-521.0900000000001,11558.464,11054.9366,10225.4061,11608.675254739084,11504.46992963178,104.20532510730482,0
56260.83,57633.0,54252.88,5791.23906226,322540453.51499265,55960.315,1372.1699999999985,1441.6700000000055,3380.1200000000026,-566.2799999999988,60281.129,56512.5794,48821.3256,59176.07503199952,58374.66048475584,801.4145472436794,0
8054.68,8160.85,7806.81,9277.15121538,73204794.21090558,7978.3025,106.17000000000009,84.05999999999949,354.04,-163.8100000000004,7569.832,8469.8096,9578.5325,7662.742614481311,7739.271108536434,-76.5284940551237,0
227.51,229.57,227.25,1080607.18,4721.47,228.335,0.5600000000000023,0.2599999999999909,2.319999999999993,1.5,225.80900000000003,232.537,243.6521,227.8491059338957,230.0079896497444,-2.1588837158487024,1
224.49,225.26,223.07,580288.75,2585.82,224.295,0.7699999999999818,1.2900000000000205,2.1899999999999977,-0.1299999999999954,227.841,232.542,245.4308,227.9734824963144,231.1525098927252,-3.1790273964108167,0
55616.42,56950.0,53221.0,7733.22669474,440085094.0413401,55673.94,41.66000000000349,2395.4199999999983,3729.0,1291.9199999999985,56195.38300000001,47034.197400000005,37979.2374,55399.482895923575,52357.6213462032,3041.861549720379,1
1705.48,1750.0,1641.22,28117414.51,16473.76,1699.1775,44.51999999999998,58.78999999999997,108.77999999999996,-5.470000000000027,1718.275,1333.725,1222.1198,1671.2662687508964,1542.5088038450788,128.75746490581764,0
263.09,273.0,260.8,6740958.58,25102.03,266.47,4.009999999999991,2.289999999999964,12.199999999999989,5.900000000000034,251.401,237.7042,253.0172,252.04053712449425,245.66924580444868,6.371291320045543,1
7291.94,7340.08,7184.0,2829.87707292,20542049.373555552,7268.7525,48.14000000000033,74.98999999999978,156.07999999999993,-32.94999999999982,7018.694,7050.5884,6895.0049,6984.307638025865,6869.550878597686,114.75675942817908,0
227.1,236.66,226.01,3735462.71,16008.51,231.43,0.710000000000008,1.0900000000000034,10.650000000000006,8.849999999999994,255.17,274.5224,255.7773,254.0846330011883,263.9609336306332,-9.87630062944487,1
9851.99,10383.9,9706.94,8127.59636283,83462124.49797401,10052.9525,114.92000000000009,145.04999999999927,676.9599999999991,416.9899999999998,9714.828,8477.6592,8128.5501,9702.269329424767,9257.40883227693,444.860497147838,1
736.0,752.95,731.31,3166648.02,4252.57,741.5625,6.960000000000036,4.690000000000055,21.6400000000001,9.990000000000007,719.177,666.3675999999999,629.1771,719.590993832971,701.5331560034326,18.05783782953836,1
10284.72,10308.04,10055.0,4463.38202069,45388221.03603703,10204.195,23.320000000001528,114.02000000000044,253.04000000000087,-115.69999999999892,10266.291,10508.2022,10516.1866,10249.773873289374,10282.94910616575,-33.17523287637596,0
13578.82,14083.76,13287.7,7225.86635614,101462580.5090483,13747.965,42.18000000000029,291.119999999999,796.0599999999995,462.7600000000002,13524.24,11641.4052,11460.0077,13367.79796680752,12693.720517635666,674.0774491718548,1
9827.04,9918.41,9375.0,8155.5768566,78485520.10256436,9685.9975,91.36999999999898,248.54000000000087,543.4099999999999,-203.5,9406.742,8236.8702,8938.7696,9356.592278628792,8935.19630649409,421.3959721347019,0
654.88,657.5,652.19,461519.75,704.79,654.735,2.6200000000000045,2.17999999999995,5.309999999999945,-0.5099999999999909,655.7570000000001,668.3148,574.8386999999999,657.4055572556026,657.5000193541325,-0.0944620985299025,0
9868.82,11395.0,9289.0,307124764.72,29509.5,10094.375,1526.1800000000003,535.6800000000003,2106.0,-44.13999999999942,8811.49,6884.8454,5551.3501,8784.133388148914,7964.811893529965,819.3214946189482,0
8236.49,8352.0,8156.0,4919.73416831,40408974.55153944,8239.535,115.51000000000022,57.64999999999964,196.0,-22.840000000000146,8153.868,9126.5678,9762.6992,8180.040374897863,8424.803888196888,-244.76351329902445,0
9161.77,9442.89,9152.23,5559.47430975,52210413.11143969,9287.035,51.63999999999942,9.540000000000871,290.65999999999985,229.4799999999996,9221.34,9356.2412,8979.6586,9231.693654204437,9246.634792668512,-14.941138464077085,1
635.91,671.22,628.06,4861694.15,7428.6,650.5075,4.379999999999996,7.850000000000023,43.16000000000008,30.930000000000064,643.063,570.606,502.9085,655.2671621572763,637.2104769159109,18.05668524136536,1
13041.12,13250.0,12773.5,5725.19571956,74809586.66464624,13032.8375,183.27000000000044,267.6200000000008,476.5,25.609999999998763,12452.709,11117.1294,11129.9011,12437.228878644291,11864.405859481252,572.8230191630391,1
214.77,223.15,198.04,7308109.72,34657.09,210.64,8.379999999999995,8.560000000000002,25.110000000000014,-8.170000000000016,245.057,318.2036,0.0,242.75885613957803,274.3308084574485,-31.57195231787045,0
1190.66,1197.3,1166.66,3224244.36,2720.8,1184.6625,6.639999999999873,17.36999999999989,30.639999999999876,-6.630000000000109,1125.385,1132.4026,1040.8667,1127.2493962931524,1108.501529366273,18.7478669268794,0
269.65,294.71,268.63,8298807.96,29175.43,279.9,8.099999999999966,1.0199999999999818,26.079999999999984,16.960000000000036,265.999,242.7738,239.0143,265.7932072675852,256.25647957521625,9.53672769236897,1
38164.88,38261.39,30261.13,40786.96425433,1446125474.0765376,35535.744999999995,96.51000000000204,5194.450000000001,8000.259999999998,-2709.299999999996,36225.516,24389.0786,19103.4215,35090.44787415187,30775.37082882232,4315.077045329548,0
436.3,444.41,435.06,1505886.06,3414.13,439.435,2.4399999999999977,1.240000000000009,9.350000000000025,5.670000000000016,452.0940000000001,441.4586,428.6346,450.6907499091993,449.44656666437936,1.2441832448199648,1
8525.0,8756.11,8410.0,4156.57173933,35451192.53615861,8555.015,227.15999999999983,115.0,346.1100000000006,3.950000000000728,9164.384,9265.225,8308.1278,9112.227296800098,9307.786607259584,-195.55931045948452,1
43836.05,46529.02,42811.26,4961.58828106,229686260.52039963,44867.30500000001,236.12999999999735,1024.7900000000009,3717.7599999999943,2456.8399999999965,41692.838,35596.764,39009.6145,41648.09002816045,39053.31940260753,2594.7706255529192,1
9008.33,9191.72,8933.06,3231.85728086,29468107.00545429,9062.78,73.70999999999913,75.27000000000044,258.65999999999985,109.68000000000028,9305.985,9398.8394,8398.079099999999,9293.127297104787,9357.70394446562,-64.5766473608328,1
5171.51,5213.23,5099.0,3957.25435637,20423310.58813844,5161.18,41.71999999999935,61.97999999999956,114.22999999999956,-10.530000000000657,5288.115,4623.8784000000005,4138.2255,5223.46237796695,5064.345472979223,159.11690498772714,0
736.96,737.56,722.3,1654649.42,2272.64,731.6724999999999,0.599999999999909,7.57000000000005,15.259999999999993,-7.090000000000032,738.6,686.775,642.1409,732.2813729836878,718.018545399459,14.26282758422883,0
38848.36,40000.0,36486.85,5765.3472603,221376189.8037665,38433.2325,1151.6399999999994,1910.8700000000024,3513.150000000001,-450.6399999999994,39711.72900000001,52796.3472,53403.2813,41349.770408306606,46238.52828579144,-4888.75787748483,0
658.8,662.9,608.64,3320432.14,5277.84,639.7375,4.100000000000023,19.970000000000027,54.25999999999999,-30.18999999999994,683.332,555.136,493.4314999999999,660.4927517501512,632.8980828740316,27.594668876119613,0
6748.85,6826.28,6624.79,5491.80951385,36850096.756028645,6727.4825,77.42999999999938,85.22000000000025,201.48999999999975,-38.84000000000015,6491.004,6587.4192,6742.702300000001,6526.585460844228,6572.0396663740985,-45.45420552987071,0
47118.02,49134.0,46532.42,2194.6300788,107215338.608355,47909.4825,280.51000000000204,585.5999999999985,2601.5800000000017,1735.4700000000012,48301.833,41882.2662,38684.8914,47921.6341367424,46320.62985271314,1601.0042840292515,1
638.89,665.0,635.0,4189449.95,6483.61,650.7225,1.0,3.8899999999999855,30.0,25.110000000000014,666.5040000000001,605.3422,523.1358,663.4677526128128,651.6153623869446,11.852390225868136,1
5051.41,5569.9,4936.0,17517.84242049,93282335.71068504,5220.575,244.90999999999983,115.40999999999984,633.8999999999996,273.5799999999999,6312.627,8843.9598,8295.2083,6426.019802680276,7506.716840012513,-1080.6970373322374,1
238.5,240.94,237.5,3310863.21,13813.07,239.22000000000003,1.0,1.0,3.4399999999999977,1.4399999999999975,236.311,254.4538,255.1625,236.692956920819,239.27750242849717,-2.5845455076781434,1
6194.3,6628.5,6186.02,12501.11334781,78410733.25146866,6320.28,356.1999999999998,8.279999999999745,442.4799999999996,78.0,6389.048,6917.573,7191.4589000000005,6542.165633806934,6839.297785239952,-297.1321514330175,1
276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,292.184,0.0,0.0,292.54329788954846,310.9241073989127,-18.38080950936427,0
48933.12,51477.53,48933.12,2818.44991057,143648782.12699437,50077.7675,510.2299999999959,0.0,2544.409999999996,2034.1800000000003,48316.277,42901.037,34572.341,49154.11013374848,47718.21311881045,1435.8970149380257,1
11032.81,11503.24,11022.85,7786.26753951,89113831.98969194,11250.975,58.23999999999978,9.959999999999129,480.3899999999994,412.1900000000005,10387.349,10346.0666,12276.096200000002,10539.720923372386,10323.30574028263,216.41518308975537,1
702.86,712.92,701.02,3892295.31,5507.32,706.7475000000001,2.7299999999999045,1.840000000000032,11.899999999999975,7.330000000000041,706.817,642.7954,615.1239,699.0638342712542,678.5108832991929,20.552950972061357,1
10022.38,10048.06,9606.0,5447.96313246,52748214.161472894,9839.6575,25.68000000000029,76.19000000000051,442.0599999999995,-340.1899999999987,10140.751,10455.2034,10555.1398,10103.483334250412,10201.54934734745,-98.06601309703728,0
247.09,247.25,242.14,1240089.41,5073.39,245.065,0.1599999999999966,1.6400000000000148,5.110000000000014,-3.3100000000000023,243.266,235.0666,238.70210000000003,241.28332202186127,237.44053963867617,3.8427823831851526,0
8157.89,8195.0,8016.26,4445.10406787,36206128.30049269,8128.58,37.10999999999967,128.90999999999983,178.73999999999978,-12.720000000000256,8203.645999999999,9739.064,10297.493600000002,8480.026788080384,9018.13927276342,-538.1124846830353,0
9841.42,9911.5,9514.96,9433.34520017,92104069.53054383,9757.8875,70.07999999999993,248.71000000000092,396.5400000000009,-77.75,10243.606000000002,10223.1204,8490.7432,10413.919221703063,10564.09580008431,-150.17657838124614,0
7148.0,7343.18,6429.44,180472185.39,26492.72,6877.2,195.1800000000003,158.7400000000007,913.7400000000008,-559.8199999999997,7096.442,5448.0830000000005,4736.6462,6857.264491271054,6376.869882594094,480.39460867696016,0
54927.29,57402.89,53010.0,6916.27818124,386289974.699289,55298.1175,1550.5999999999983,1917.2900000000009,4392.889999999999,925.0,50870.611,43998.1428,35648.092,51296.96036778299,49114.39545808126,2182.5649097017304,1
10123.56,10238.29,9755.53,6710.30664788,67854687.92642905,10057.3475,114.73000000000138,356.4799999999996,482.7600000000002,-11.549999999999272,10401.721,10738.508199999998,9903.105,10548.67005434402,10644.448136886433,-95.77808254241243,0
3970.56,4264.47,3904.34,6412.23253743,26549143.4756498,4069.940000000001,124.07999999999991,66.2199999999998,360.1300000000001,169.83000000000038,4036.779,5711.0792,6160.6823,4292.509478462144,4848.238862100294,-555.7293836381496,1
1055.46,1068.99,1046.14,4741677.69,4471.03,1056.7475,12.589999999999918,9.319999999999936,22.84999999999991,0.9400000000000546,1016.099,951.2782,867.3119,1021.637023088084,992.829492582046,28.80753050603801,1
9705.1,9711.7,9373.96,5697.99838373,53824375.35240649,9559.2375,6.600000000000364,72.23000000000138,337.7400000000016,-258.90999999999985,9217.837,8537.168,7901.441,9327.90106894216,9126.785751573214,201.1153173689454,0
577.48,584.25,571.86,1882161.28,3252.98,579.2075,1.009999999999991,5.6200000000000045,12.389999999999986,5.759999999999991,559.5740000000001,476.1214,447.11300000000006,549.894268949728,515.4942589357676,34.40001001396047,1
8728.47,8792.98,8567.68,3143.81212331,27212617.67252273,8686.265,64.51000000000022,88.25,225.29999999999927,-72.53999999999905,8693.412,7637.293,7979.0649,8537.290528393318,8190.534173990498,346.75635440281985,0
14890.02,14973.07,12800.0,266846190.81,19630.08,13976.73,83.04999999999927,443.8299999999999,2173.07,-1646.1900000000005,15271.727,14090.2776,10165.9618,14887.967458713838,14782.022286117432,105.94517259640634,0
