date,open,high,low,close,Volume BTC,Volume USD,price mean,upper shadow,lower shadow,spread,trade,12EMA,26EMA,MACD,buy/sell
2014-11-29,376.42,386.6,372.25,376.72,2746157.05,7245.19,377.9975,9.879999999999995,4.170000000000016,14.350000000000023,0.30000000000001137,376.3476923076923,376.3125925925926,0.035099715099704554,1
2014-11-30,376.57,381.99,373.32,373.34,1145566.61,3046.33,376.30499999999995,5.420000000000016,0.01999999999998181,8.670000000000016,-3.230000000000018,375.8849704142011,376.09240054869684,-0.20743013449572345,0
2014-12-01,376.4,382.31,373.03,378.39,2520662.37,6660.56,377.5325,3.920000000000016,3.3700000000000045,9.28000000000003,1.990000000000009,376.2703595812471,376.26259310064523,0.007766480601844705,1
2014-12-02,378.39,382.86,375.23,379.25,2593576.46,6832.53,378.9325,3.6100000000000136,3.159999999999968,7.6299999999999955,0.8600000000000136,376.7287657995168,376.4838825005975,0.24488329891931926,1
2014-12-03,379.25,383.0,374.23,376.67,2998357.92,7908.29,378.2875,3.75,2.4399999999999977,8.769999999999982,-2.579999999999984,376.7197249072834,376.4976689820347,0.22205592524869644,0
2014-12-04,376.67,378.99,360.01,365.2,3297896.46,8865.09,370.21750000000003,2.319999999999993,5.189999999999998,18.980000000000018,-11.470000000000027,374.9474595369321,375.6608046129951,-0.7133450760629785,0
2014-12-05,365.2,377.89,363.99,374.95,3331762.49,8951.16,370.5075,2.9399999999999977,1.2099999999999795,13.899999999999977,9.75,374.94785037740405,375.6081524194399,-0.6603020420358234,1
2014-12-06,374.95,376.99,371.31,375.07,861748.71,2300.21,374.58,1.920000000000016,3.6399999999999864,5.680000000000007,0.12000000000000455,374.9666426270342,375.56828927725917,-0.60164665022495,1
2014-12-07,375.07,377.5,373.16,376.87,913715.62,2429.62,375.65,0.6299999999999955,1.9099999999999682,4.339999999999975,1.8000000000000114,375.25946683825975,375.6647122937585,-0.40524545549874347,1
2014-12-08,376.87,377.45,364.6,364.61,3655238.4,9920.84,370.88250000000005,0.5799999999999841,0.009999999999990905,12.849999999999966,-12.259999999999991,373.6210873246813,374.8458447164431,-1.2247573917617842,0
2014-12-09,364.61,365.48,343.97,350.49,7376463.45,20940.84,356.1375,0.8700000000000045,6.519999999999982,21.50999999999999,-14.120000000000005,370.0624585054996,373.04170807078066,-2.9792495652810658,0
2014-12-10,350.49,353.74,347.23,348.13,2304335.87,6579.79,349.89750000000004,3.25,0.8999999999999773,6.509999999999991,-2.3600000000000136,366.6882341200381,371.19639636183393,-4.508162241795844,0
2014-12-11,348.13,364.43,339.8,348.98,5842055.01,16533.38,350.335,15.449999999999989,8.329999999999984,24.629999999999995,0.8500000000000227,363.963890409263,369.5507373720685,-5.5868469628055095,1
2014-12-12,348.98,358.59,348.0,354.48,2846451.59,8039.95,352.5125,4.109999999999957,0.9800000000000182,10.589999999999975,5.5,362.50483034629946,368.434386455619,-5.929556109319549,1
2014-12-13,354.48,354.95,347.03,351.45,1359211.39,3880.75,351.9775,0.46999999999997044,4.420000000000016,7.920000000000016,-3.0300000000000296,360.80408721609956,367.1762837552028,-6.372196539103243,0
2014-12-14,351.45,351.98,348.96,350.17,196831.56,561.33,350.64000000000004,0.5300000000000296,1.2100000000000364,3.0200000000000387,-1.2799999999999727,359.1680737982381,365.91655903259516,-6.7484852343570765,0
2014-12-15,350.17,350.17,350.17,350.17,0.0,0.0,350.17,0.0,0.0,0.0,0.0,357.78375475235526,364.7501472524029,-6.966392500047618,0
2014-12-16,350.17,350.17,330.0,330.02,1902071.15,5677.83,340.09000000000003,0.0,0.01999999999998181,20.170000000000016,-20.150000000000034,353.51240786737753,362.1775437522249,-8.66513588484736,0
2014-12-17,331.56,335.99,315.23,321.1,7586686.22,23478.02,325.97,4.430000000000007,5.8700000000000045,20.75999999999999,-10.45999999999998,348.5258835800887,359.13476273354155,-10.608879153452847,0
2014-12-18,321.32,325.61,304.99,312.17,6788858.09,21637.58,316.02250000000004,4.2900000000000205,7.180000000000007,20.620000000000005,-9.149999999999977,342.93267072161353,355.6558914199459,-12.72322069833234,0
2014-12-19,310.48,320.0,307.11,318.0,4999167.76,15958.56,313.89750000000004,2.0,3.3700000000000045,12.889999999999986,7.519999999999982,339.0968752259807,352.8665661295795,-13.769690903598814,1
2014-12-20,317.23,333.0,316.52,329.99,3617196.63,11146.4,324.185,3.009999999999991,0.7100000000000364,16.480000000000018,12.759999999999991,337.6958174989067,351.1720056755366,-13.476188176629876,1
2014-12-21,332.58,332.98,318.78,323.15,2114707.57,6510.0,326.87249999999995,0.4000000000000341,4.3700000000000045,14.200000000000045,-9.430000000000007,335.45799942215183,349.09630155142275,-13.638302129270926,0
2014-12-22,322.24,333.99,319.9,330.52,3821126.0,11646.6,326.6625,3.4700000000000273,2.340000000000032,14.090000000000032,8.279999999999973,334.6983072033592,347.72027921428037,-13.02197201092116,1
2014-12-23,330.52,338.99,327.49,335.49,2604314.14,7804.03,333.1225,3.5,3.0299999999999727,11.5,4.970000000000027,334.8201060951501,346.81433260581514,-11.994226510665044,1
2014-12-24,337.0,337.0,320.92,322.14,1826465.31,5544.8,329.265,0.0,1.2199999999999704,16.079999999999984,-14.860000000000014,332.8693205420501,344.98660426464363,-12.117283722593527,0
2014-12-25,320.92,324.23,316.63,319.39,1255322.02,3924.9,320.2925,3.3100000000000023,2.759999999999991,7.600000000000023,-1.5300000000000296,330.79557892019625,343.0905595042997,-12.294980584103428,0
2014-12-26,319.0,332.0,316.64,330.88,2066944.34,6347.26,324.63,1.1200000000000045,2.3600000000000136,15.360000000000014,11.879999999999995,330.8085667786276,342.18607361509225,-11.377506836464647,1
2014-12-27,330.97,330.97,311.63,315.89,2747753.48,8639.54,322.365,0.0,4.259999999999991,19.340000000000032,-15.080000000000041,328.51340265883874,340.2382163102706,-11.724813651431873,0
2014-12-28,315.89,319.56,311.22,316.63,1288906.81,4089.61,315.82500000000005,2.930000000000007,4.669999999999959,8.339999999999975,0.7400000000000091,326.68518686517126,338.48945954654687,-11.804272681375608,1
2014-12-29,316.63,320.14,311.61,314.78,1859591.78,5901.06,315.78999999999996,3.509999999999991,3.169999999999959,8.529999999999973,-1.8500000000000227,324.85361965514494,336.7332032838397,-11.879583628694775,0
2014-12-30,314.78,316.77,310.0,311.94,3091941.68,9894.24,313.3725,1.990000000000009,1.9399999999999977,6.769999999999982,-2.839999999999975,322.8669089389688,334.89666970725904,-12.02976076829026,0
2014-12-31,311.94,320.0,310.69,319.25,1925334.88,6097.71,315.47,0.75,1.25,9.310000000000002,7.310000000000002,322.3104614098967,333.73765713635095,-11.427195726454272,1
2015-01-01,319.25,321.0,312.6,316.31,1018388.35,3223.06,317.29,1.75,3.7099999999999795,8.399999999999977,-2.9399999999999977,321.3873135006818,332.44671957069534,-11.059406070013551,0
2015-01-02,316.31,317.01,311.96,316.51,1093571.94,3472.05,315.4475,0.5,4.350000000000023,5.050000000000011,0.19999999999998863,320.63695757749997,331.26622182471795,-10.629264247217975,1
2015-01-03,316.51,316.58,285.0,286.01,6078845.04,20350.46,301.025,0.06999999999999318,1.009999999999991,31.579999999999984,-30.5,315.3097333348077,327.91390909696105,-12.604175762153375,0
2015-01-04,286.01,289.81,255.0,264.62,11614560.04,42650.57,273.86,3.8000000000000114,9.620000000000005,34.81,-21.389999999999986,307.5113128217603,323.225471386075,-15.714158564314687,0
2015-01-05,264.62,280.0,262.94,276.8,2655979.12,9752.08,271.09,3.1999999999999886,1.6800000000000068,17.060000000000002,12.180000000000007,302.7864954645664,319.7865475796991,-17.00005211513269,1
2015-01-06,276.8,276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,298.7885730854024,316.6023588700918,-17.8137857846894,0
2015-01-07,276.8,276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,295.4057156876482,313.6540359908257,-18.248320303177536,0
2015-01-08,276.8,276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,292.54329788954846,310.9241073989127,-18.38080950936427,0
2015-01-09,276.8,276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,290.1212520603872,308.39639573973403,-18.275143679346854,0
2015-01-10,276.8,276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,288.07182866648145,306.0559219812352,-17.98409331475375,0
2015-01-11,276.8,276.8,276.8,276.8,0.0,0.0,276.8,0.0,0.0,0.0,0.0,286.33770117933045,303.88881664929187,-17.551115469961417,0
2015-01-12,270.4,272.43,263.54,268.16,2133679.78,7909.25,268.6325,2.0300000000000296,4.6200000000000045,8.889999999999986,-2.2399999999999523,283.54113176712576,301.24223763823323,-17.701105871107472,0
2015-01-13,268.16,268.72,216.0,221.0,13652228.51,57653.9,243.47000000000003,0.5600000000000023,5.0,52.72000000000003,-47.160000000000025,273.91941918756794,295.2983681835493,-21.378948995981375,0
2015-01-14,221.0,230.89,152.4,162.0,23647658.54,123599.76,191.5725,9.889999999999986,9.599999999999994,78.48999999999998,-59.0,256.7010470048652,285.4244149847679,-28.72336797990272,0
2015-01-15,162.0,233.9,161.1,208.81,17721319.5,86158.17,191.4525,25.090000000000003,0.9000000000000057,72.80000000000001,46.81,249.33319361950132,279.74927313404436,-30.416079514543043,1
2015-01-16,214.77,223.15,198.04,206.6,7308109.72,34657.09,210.64000000000001,8.379999999999995,8.560000000000002,25.110000000000014,-8.170000000000016,242.75885613957803,274.3308084574485,-31.571952317870455,0
2015-01-17,206.6,212.84,192.17,200.1,4007435.83,19933.78,202.9275,6.240000000000009,7.930000000000007,20.670000000000016,-6.5,236.19595519502758,268.83223005319303,-32.63627485816545,0
2015-01-18,200.1,222.0,195.02,211.42,3816641.51,18205.49,207.135,10.580000000000013,5.079999999999984,26.97999999999999,11.319999999999993,232.38426978040795,264.579472271475,-32.19520249106708,1
2015-01-19,210.05,220.94,207.7,216.88,2729178.12,12796.47,213.8925,4.060000000000002,2.3500000000000227,13.240000000000009,6.829999999999984,229.99899750649902,261.0461780291435,-31.04718052264448,1
2015-01-20,217.84,217.84,201.98,211.08,2998319.48,14234.73,212.185,0.0,9.100000000000023,15.860000000000014,-6.759999999999991,227.08838250549917,257.3449796566143,-30.25659715111516,0
2015-01-21,211.08,228.9,205.0,228.59,4937625.47,22796.06,218.3925,0.3100000000000023,6.0800000000000125,23.900000000000006,17.50999999999999,227.31940058157622,255.21498116353177,-27.895580581955556,1
2015-01-22,228.59,239.0,226.01,233.0,6003089.46,25809.37,231.65,6.0,2.5800000000000125,12.990000000000009,4.409999999999997,228.19333895364142,253.56942700327016,-25.37608804962875,1
2015-01-23,233.0,240.0,225.55,233.03,3539626.61,15246.43,232.89499999999998,6.969999999999999,7.449999999999989,14.449999999999989,0.030000000000001137,228.93744065308118,252.0479879659909,-23.110547312909716,1
2015-01-24,233.03,249.99,230.03,249.99,3297573.46,13633.14,240.76,0.0,3.0,19.960000000000008,16.960000000000008,232.17629593722253,251.89554441295454,-19.719248475732,1
2015-01-25,249.99,257.0,241.33,253.09,7019125.49,28139.7,250.35250000000002,3.9099999999999966,8.659999999999997,15.669999999999987,3.0999999999999943,235.39378886995752,251.98402260458755,-16.590233734630033,1
2015-01-26,253.09,309.9,253.09,269.5,15614774.92,55355.5,271.395,40.39999999999998,0.0,56.809999999999974,16.409999999999997,240.64089827457946,253.28150241165514,-12.640604137075684,1
2015-01-27,269.5,278.51,243.1,262.99,5501345.88,21293.57,263.525,9.009999999999991,19.890000000000015,35.41,-6.509999999999991,244.07922161695186,254.00065038116216,-9.921428764210305,0
2015-01-28,262.99,266.45,225.91,236.2,6774004.56,27595.15,247.8875,3.4599999999999795,10.289999999999992,40.53999999999999,-26.79000000000002,242.86703367588234,252.68208368626125,-9.815050010378911,0
2015-01-29,236.2,242.18,220.0,234.75,6076004.2,26178.79,233.2825,5.980000000000018,14.75,22.180000000000007,-1.4499999999999886,241.61825926420812,251.35378119098263,-9.73552192677451,0
2015-01-30,234.75,244.98,227.26,232.6,4653564.37,19832.17,234.8975,10.22999999999999,5.340000000000003,17.72,-2.1500000000000057,240.23083476202225,249.96461221387278,-9.733777451850528,0
2015-01-31,232.6,234.8,215.75,217.98,4494529.82,19706.27,225.2825,2.200000000000017,2.2299999999999898,19.05000000000001,-14.620000000000005,236.80762941401883,247.59538167951186,-10.787752265493026,0
2015-02-01,217.98,220.81,208.48,214.8,1336586.85,6189.01,215.51749999999998,2.8300000000000125,6.320000000000022,12.330000000000013,-3.1799999999999784,233.42184027340056,245.16609414769619,-11.744253874295623,0
2015-02-02,214.8,241.98,214.8,237.97,1494778.57,6423.56,227.3875,4.009999999999991,0.0,27.17999999999998,23.169999999999987,234.12155715441588,244.63305013675574,-10.51149298233986,1
2015-02-03,237.97,244.39,223.79,227.35,4178199.28,17756.67,233.375,6.4199999999999875,3.5600000000000023,20.599999999999994,-10.620000000000005,233.07977913065957,243.35282420069976,-10.273045070040183,0
2015-02-04,227.35,231.0,220.02,227.0,3220391.1,14313.23,226.3425,3.6500000000000057,6.97999999999999,10.97999999999999,-0.3499999999999943,232.14442849517349,242.1415038895368,-9.997075394363321,0
2015-02-05,227.0,228.94,213.64,217.0,953936.47,4314.11,221.64499999999998,1.9399999999999977,3.3600000000000136,15.300000000000011,-10.0,229.81451641899295,240.27917026808964,-10.464653849096692,0
2015-02-06,216.81,225.86,214.95,222.88,1044545.84,4730.33,220.125,2.980000000000018,1.8600000000000136,10.910000000000025,6.069999999999993,228.74766773914786,238.99034284082376,-10.2426751016759,1
2015-02-07,223.37,231.14,221.77,228.61,1444459.22,6356.04,226.2225,2.5299999999999727,1.5999999999999943,9.369999999999976,5.240000000000009,228.72648808697124,238.2214285563183,-9.494940469347057,1
2015-02-08,228.3,232.89,219.7,224.19,1232858.74,5456.94,226.26999999999998,4.589999999999975,4.490000000000009,13.189999999999998,-4.110000000000014,228.02856684282182,237.18206347807248,-9.153496635250661,0
